Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
18.5500	-68.3921+0.7504i	-73.0451+0.7504i	-76.9189+0.7504i	-91.8424+0.7504i	-73.0076+0.7504i	-86.7505+0.7504i	-58.3948+0.7504i	-92.8103+0.7504i
18.5667	-68.6441+0.7504i	-72.9993+0.7504i	-76.9350+0.7504i	-91.8494+0.7504i	-72.9261+0.7504i	-86.3011+0.7504i	-58.3325+0.7504i	-92.6873+0.7504i
18.5833	-68.8325+0.7504i	-72.9765+0.7504i	-76.9468+0.7504i	-91.8538+0.7504i	-72.7251+0.7504i	-85.8083+0.7504i	-58.2336+0.7504i	-92.6053+0.7504i
18.6000	-68.9702+0.7504i	-72.9790+0.7504i	-76.9607+0.7504i	-91.8597+0.7504i	-72.4411+0.7504i	-85.2380+0.7504i	-58.2043+0.7504i	-92.5668+0.7504i
18.6167	-69.0906+0.7504i	-72.9857+0.7504i	-76.9809+0.7504i	-91.8692+0.7504i	-72.0897+0.7504i	-84.5543+0.7504i	-58.1230+0.7504i	-92.5415+0.7504i
18.6333	-69.2273+0.7504i	-72.9997+0.7504i	-77.0070+0.7504i	-91.8816+0.7504i	-71.6905+0.7504i	-83.7617+0.7504i	-58.0346+0.7504i	-92.5243+0.7504i
18.6500	-69.3701+0.7504i	-73.0627+0.7504i	-77.0355+0.7504i	-91.8943+0.7504i	-71.2928+0.7504i	-82.9145+0.7504i	-57.9361+0.7504i	-92.5104+0.7504i
18.6667	-69.4725+0.7504i	-73.2204+0.7504i	-77.0618+0.7504i	-91.9045+0.7504i	-70.9433+0.7504i	-82.0801+0.7504i	-57.8388+0.7504i	-92.4968+0.7504i
18.6833	-69.5101+0.7504i	-73.4686+0.7504i	-77.0830+0.7504i	-91.9113+0.7504i	-70.6461+0.7504i	-81.3103+0.7504i	-57.7506+0.7504i	-92.4846+0.7504i
18.7000	-69.5166+0.7504i	-73.7435+0.7504i	-77.0991+0.7504i	-91.9159+0.7504i	-70.3671+0.7504i	-80.6545+0.7504i	-57.6722+0.7504i	-92.4762+0.7504i
18.7167	-69.5674+0.7504i	-73.9465+0.7504i	-77.1133+0.7504i	-91.9208+0.7504i	-70.0763+0.7504i	-80.1484+0.7504i	-57.6014+0.7504i	-92.4725+0.7504i
18.7333	-69.6519+0.7504i	-74.0628+0.7504i	-77.1305+0.7504i	-91.9299+0.7504i	-69.7924+0.7504i	-79.8327+0.7504i	-57.5316+0.7504i	-92.4710+0.7504i
18.7500	-69.7591+0.7504i	-74.0634+0.7504i	-77.1566+0.7504i	-91.9440+0.7504i	-69.5381+0.7504i	-79.7057+0.7504i	-57.4561+0.7504i	-92.4696+0.7504i
18.7667	-69.8682+0.7504i	-73.9229+0.7504i	-77.1780+0.7504i	-91.9500+0.7504i	-69.3072+0.7504i	-79.7305+0.7504i	-57.3711+0.7504i	-92.4681+0.7504i
18.7833	-69.9776+0.7504i	-73.6487+0.7504i	-77.2241+0.7504i	-91.9852+0.7504i	-69.0675+0.7504i	-79.8572+0.7504i	-57.2793+0.7504i	-92.4678+0.7504i
18.8000	-70.1290+0.7504i	-73.2980+0.7504i	-77.2857+0.7504i	-92.0447+0.7504i	-68.8024+0.7504i	-80.0377+0.7504i	-57.1838+0.7504i	-92.4683+0.7504i
18.8167	-70.3690+0.7504i	-72.9653+0.7504i	-77.3628+0.7504i	-92.1396+0.7504i	-68.5220+0.7504i	-80.2208+0.7504i	-57.0853+0.7504i	-92.4683+0.7504i
18.8333	-70.6906+0.7504i	-72.7325+0.7504i	-77.4606+0.7504i	-92.2960+0.7504i	-68.2485+0.7504i	-80.3795+0.7504i	-56.9849+0.7504i	-92.4672+0.7504i
18.8500	-71.0042+0.7504i	-72.6391+0.7504i	-77.5544+0.7504i	-92.4965+0.7504i	-67.9988+0.7504i	-80.5127+0.7504i	-56.8885+0.7504i	-92.4664+0.7504i
18.8667	-71.1992+0.7504i	-72.6773+0.7504i	-77.6239+0.7504i	-92.7115+0.7504i	-67.7900+0.7504i	-80.7020+0.7504i	-56.8053+0.7504i	-92.4683+0.7504i
18.8833	-71.2427+0.7504i	-72.8094+0.7504i	-77.6715+0.7504i	-92.9287+0.7504i	-67.6442+0.7504i	-80.8901+0.7504i	-56.7419+0.7504i	-92.4742+0.7504i
18.9000	-71.1820+0.7504i	-72.9951+0.7504i	-77.7024+0.7504i	-93.1359+0.7504i	-67.5663+0.7504i	-80.9774+0.7504i	-56.6985+0.7504i	-92.4831+0.7504i
18.9167	-71.0702+0.7504i	-73.1935+0.7504i	-77.7196+0.7504i	-93.3224+0.7504i	-67.5377+0.7504i	-81.0644+0.7504i	-56.6733+0.7504i	-92.4940+0.7504i
18.9333	-70.9168+0.7504i	-73.3846+0.7504i	-77.7212+0.7504i	-93.4786+0.7504i	-67.5278+0.7504i	-81.2836+0.7504i	-56.6602+0.7504i	-92.5055+0.7504i
18.9500	-70.6965+0.7504i	-73.5811+0.7504i	-77.7048+0.7504i	-93.5957+0.7504i	-67.5230+0.7504i	-81.6496+0.7504i	-56.6606+0.7504i	-92.5174+0.7504i
18.9667	-70.4148+0.7504i	-73.7879+0.7504i	-77.6722+0.7504i	-93.6667+0.7504i	-67.5285+0.7504i	-82.0935+0.7504i	-56.6791+0.7504i	-92.5331+0.7504i
18.9833	-70.0836+0.7504i	-73.9988+0.7504i	-77.6284+0.7504i	-93.6877+0.7504i	-67.5468+0.7504i	-82.6334+0.7504i	-56.7143+0.7504i	-92.5512+0.7504i
19.0000	-69.7007+0.7504i	-74.2064+0.7504i	-77.5780+0.7504i	-93.6609+0.7504i	-67.5609+0.7504i	-83.4054+0.7504i	-56.7677+0.7504i	-92.5708+0.7504i
19.0167	-69.2742+0.7504i	-74.4214+0.7504i	-77.5255+0.7504i	-93.5968+0.7504i	-67.5600+0.7504i	-84.5304+0.7504i	-56.8384+0.7504i	-92.5904+0.7504i
19.0333	-68.8389+0.7504i	-74.6749+0.7504i	-77.4765+0.7504i	-93.5115+0.7504i	-67.5512+0.7504i	-85.9993+0.7504i	-56.9204+0.7504i	-92.6083+0.7504i
19.0500	-68.4315+0.7504i	-75.0059+0.7504i	-77.4363+0.7504i	-93.4185+0.7504i	-67.5498+0.7504i	-87.6754+0.7504i	-57.0061+0.7504i	-92.6213+0.7504i
19.0667	-68.0652+0.7504i	-75.4285+0.7504i	-77.4072+0.7504i	-93.3241+0.7504i	-67.5610+0.7504i	-89.3765+0.7504i	-57.0922+0.7504i	-92.6272+0.7504i
19.0833	-67.7336+0.7504i	-75.9138+0.7504i	-77.3855+0.7504i	-93.2268+0.7504i	-67.5777+0.7504i	-90.9590+0.7504i	-57.1811+0.7504i	-92.6267+0.7504i
19.1000	-67.4306+0.7504i	-76.4084+0.7504i	-77.3642+0.7504i	-93.1211+0.7504i	-67.5903+0.7504i	-92.3612+0.7504i	-57.2756+0.7504i	-92.6221+0.7504i
19.1167	-67.1624+0.7504i	-76.8669+0.7504i	-77.3356+0.7504i	-93.0009+0.7504i	-67.6025+0.7504i	-93.5779+0.7504i	-57.3722+0.7504i	-92.6152+0.7504i
19.1333	-66.9347+0.7504i	-77.2678+0.7504i	-77.2962+0.7504i	-92.8675+0.7504i	-67.6211+0.7504i	-94.5844+0.7504i	-57.4666+0.7504i	-92.6064+0.7504i
19.1500	-66.7398+0.7504i	-77.6088+0.7504i	-77.2567+0.7504i	-92.7403+0.7504i	-67.6503+0.7504i	-95.3247+0.7504i	-57.5595+0.7504i	-92.5949+0.7504i
19.1667	-66.5613+0.7504i	-77.8904+0.7504i	-77.2199+0.7504i	-92.6243+0.7504i	-67.6847+0.7504i	-95.7262+0.7504i	-57.6568+0.7504i	-92.5805+0.7504i
19.1833	-66.3947+0.7504i	-78.1085+0.7504i	-77.1872+0.7504i	-92.5240+0.7504i	-67.7102+0.7504i	-95.8014+0.7504i	-57.7618+0.7504i	-92.5656+0.7504i
19.2000	-66.2469+0.7504i	-78.2659+0.7504i	-77.1615+0.7504i	-92.4472+0.7504i	-67.7066+0.7504i	-95.6161+0.7504i	-57.8772+0.7504i	-92.5543+0.7504i
19.2167	-66.1370+0.7504i	-78.3770+0.7504i	-77.1366+0.7504i	-92.4396+0.7504i	-67.6619+0.7504i	-95.3845+0.7504i	-58.0012+0.7504i	-92.5484+0.7504i
19.2333	-66.0762+0.7504i	-78.4586+0.7504i	-77.1150+0.7504i	-92.4188+0.7504i	-67.5908+0.7504i	-95.2389+0.7504i	-58.1304+0.7504i	-92.5459+0.7504i
19.2500	-66.0568+0.7504i	-78.5183+0.7504i	-77.1012+0.7504i	-92.4093+0.7504i	-67.5326+0.7504i	-95.1206+0.7504i	-58.2647+0.7504i	-92.5446+0.7504i
19.2667	-66.0543+0.7504i	-78.5582+0.7504i	-77.0958+0.7504i	-92.4048+0.7504i	-67.5237+0.7504i	-94.9031+0.7504i	-58.4116+0.7504i	-92.5438+0.7504i
19.2833	-66.0537+0.7504i	-78.5682+0.7504i	-77.0937+0.7504i	-92.4000+0.7504i	-67.5709+0.7504i	-94.6154+0.7504i	-58.5768+0.7504i	-92.5446+0.7504i
19.3000	-66.0640+0.7504i	-78.5255+0.7504i	-77.0883+0.7504i	-92.3868+0.7504i	-67.6476+0.7504i	-94.3675+0.7504i	-58.7544+0.7504i	-92.5497+0.7504i
19.3167	-66.0999+0.7504i	-78.3904+0.7504i	-77.0751+0.7504i	-92.3606+0.7504i	-67.7185+0.7504i	-94.2053+0.7504i	-58.9224+0.7504i	-92.5638+0.7504i
19.3333	-66.1653+0.7504i	-78.1277+0.7504i	-77.0538+0.7504i	-92.3217+0.7504i	-67.7623+0.7504i	-94.0313+0.7504i	-59.0498+0.7504i	-92.5908+0.7504i
19.3500	-66.2522+0.7504i	-77.7339+0.7504i	-77.0301+0.7504i	-92.2759+0.7504i	-67.7911+0.7504i	-93.6439+0.7504i	-59.1098+0.7504i	-92.6323+0.7504i
19.3667	-66.3617+0.7504i	-77.2582+0.7504i	-77.0106+0.7504i	-92.2300+0.7504i	-67.8351+0.7504i	-92.9418+0.7504i	-59.0894+0.7504i	-92.6866+0.7504i
19.3833	-66.5099+0.7504i	-76.7745+0.7504i	-76.9976+0.7504i	-92.1880+0.7504i	-67.9109+0.7504i	-92.0171+0.7504i	-58.9875+0.7504i	-92.7515+0.7504i
19.4000	-66.7180+0.7504i	-76.3216+0.7504i	-76.9887+0.7504i	-92.1510+0.7504i	-68.0074+0.7504i	-91.0061+0.7504i	-58.8062+0.7504i	-92.8280+0.7504i
19.4167	-67.0000+0.7504i	-75.8894+0.7504i	-76.9791+0.7504i	-92.1181+0.7504i	-68.1053+0.7504i	-90.0498+0.7504i	-58.5852+0.7504i	-92.9104+0.7504i
19.4333	-67.3512+0.7504i	-75.4534+0.7504i	-76.9657+0.7504i	-92.0881+0.7504i	-68.1847+0.7504i	-89.2632+0.7504i	-58.2566+0.7504i	-93.0390+0.7504i
19.4500	-67.7426+0.7504i	-75.0050+0.7504i	-76.9478+0.7504i	-92.0601+0.7504i	-68.2285+0.7504i	-88.6931+0.7504i	-57.9318+0.7504i	-93.1827+0.7504i
19.4667	-68.1210+0.7504i	-74.5504+0.7504i	-76.9276+0.7504i	-92.0352+0.7504i	-68.2270+0.7504i	-88.2894+0.7504i	-57.6406+0.7504i	-93.3357+0.7504i
19.4833	-68.4275+0.7504i	-74.1058+0.7504i	-76.9062+0.7504i	-92.0120+0.7504i	-68.1913+0.7504i	-87.9290+0.7504i	-57.4076+0.7504i	-93.4601+0.7504i
19.5000	-68.6307+0.7504i	-73.6914+0.7504i	-76.8866+0.7504i	-91.9952+0.7504i	-68.1423+0.7504i	-87.4300+0.7504i	-57.2468+0.7504i	-93.5823+0.7504i
19.5167	-68.7416+0.7504i	-73.3219+0.7504i	-76.8683+0.7504i	-91.9762+0.7504i	-68.0996+0.7504i	-86.6850+0.7504i	-57.1586+0.7504i	-93.7079+0.7504i
19.5333	-68.7696+0.7504i	-73.0164+0.7504i	-76.8508+0.7504i	-91.9527+0.7504i	-68.0823+0.7504i	-85.7356+0.7504i	-57.1399+0.7504i	-93.8431+0.7504i
19.5500	-68.7109+0.7504i	-72.7978+0.7504i	-76.8346+0.7504i	-91.9247+0.7504i	-68.1191+0.7504i	-84.7140+0.7504i	-57.1831+0.7504i	-93.9868+0.7504i
19.5667	-68.5890+0.7504i	-72.6768+0.7504i	-76.8223+0.7504i	-91.8950+0.7504i	-68.2282+0.7504i	-83.7261+0.7504i	-57.2721+0.7504i	-94.1242+0.7504i
19.5833	-68.4650+0.7504i	-72.6517+0.7504i	-76.8184+0.7504i	-91.8688+0.7504i	-68.3955+0.7504i	-82.8442+0.7504i	-57.3862+0.7504i	-94.2315+0.7504i
19.6000	-68.3917+0.7504i	-72.7215+0.7504i	-76.8238+0.7504i	-91.8454+0.7504i	-68.5832+0.7504i	-82.0804+0.7504i	-57.5098+0.7504i	-94.2891+0.7504i
19.6167	-68.3975+0.7504i	-72.8849+0.7504i	-76.8422+0.7504i	-91.8371+0.7504i	-68.7548+0.7504i	-81.4040+0.7504i	-57.6331+0.7504i	-94.2883+0.7504i
19.6333	-68.4916+0.7504i	-73.1158+0.7504i	-76.8670+0.7504i	-91.8370+0.7504i	-68.8797+0.7504i	-80.8095+0.7504i	-57.7491+0.7504i	-94.2341+0.7504i
19.6500	-68.6624+0.7504i	-73.3620+0.7504i	-76.8913+0.7504i	-91.8407+0.7504i	-68.9407+0.7504i	-80.3425+0.7504i	-57.8537+0.7504i	-94.1406+0.7504i
19.6667	-68.8930+0.7504i	-73.5760+0.7504i	-76.9087+0.7504i	-91.8445+0.7504i	-68.9498+0.7504i	-80.0363+0.7504i	-57.9479+0.7504i	-94.0252+0.7504i
19.6833	-69.1639+0.7504i	-73.7584+0.7504i	-76.9169+0.7504i	-91.8483+0.7504i	-68.9445+0.7504i	-79.8374+0.7504i	-58.0334+0.7504i	-93.8980+0.7504i
19.7000	-69.4306+0.7504i	-73.9574+0.7504i	-76.9188+0.7504i	-91.8538+0.7504i	-68.9447+0.7504i	-79.6526+0.7504i	-58.1128+0.7504i	-93.7616+0.7504i
19.7167	-69.6484+0.7504i	-74.1879+0.7504i	-76.9192+0.7504i	-91.8620+0.7504i	-68.9413+0.7504i	-79.4463+0.7504i	-58.1923+0.7504i	-93.6152+0.7504i
19.7333	-69.7544+0.7504i	-74.5026+0.7504i	-76.9233+0.7504i	-91.8736+0.7504i	-68.9176+0.7504i	-79.2218+0.7504i	-58.2861+0.7504i	-93.4564+0.7504i
19.7500	-69.8004+0.7504i	-74.8461+0.7504i	-76.9367+0.7504i	-91.8884+0.7504i	-68.8810+0.7504i	-78.9479+0.7504i	-58.4163+0.7504i	-93.2748+0.7504i
19.7667	-69.8276+0.7504i	-75.1925+0.7504i	-76.9481+0.7504i	-91.9020+0.7504i	-68.8477+0.7504i	-78.5938+0.7504i	-58.5304+0.7504i	-93.1169+0.7504i
19.7833	-69.8489+0.7504i	-75.5038+0.7504i	-76.9576+0.7504i	-91.9138+0.7504i	-68.8265+0.7504i	-78.1943+0.7504i	-58.6292+0.7504i	-92.9802+0.7504i
19.8000	-69.8391+0.7504i	-75.7510+0.7504i	-76.9663+0.7504i	-91.9240+0.7504i	-68.8238+0.7504i	-77.7660+0.7504i	-58.6991+0.7504i	-92.8729+0.7504i
19.8167	-69.8006+0.7504i	-75.9340+0.7504i	-76.9759+0.7504i	-91.9342+0.7504i	-68.8237+0.7504i	-77.4290+0.7504i	-58.7231+0.7504i	-92.8047+0.7504i
19.8333	-69.7738+0.7504i	-76.0927+0.7504i	-76.9948+0.7504i	-91.9468+0.7504i	-68.7944+0.7504i	-77.1302+0.7504i	-58.9388+0.7504i	-92.7861+0.7504i
19.8500	-69.7942+0.7504i	-76.3047+0.7504i	-77.0162+0.7504i	-91.9630+0.7504i	-68.6931+0.7504i	-76.8222+0.7504i	-59.0260+0.7504i	-92.7636+0.7504i
19.8667	-69.8717+0.7504i	-76.6130+0.7504i	-77.0392+0.7504i	-91.9839+0.7504i	-68.4863+0.7504i	-76.4509+0.7504i	-59.0570+0.7504i	-92.7523+0.7504i
19.8833	-69.9777+0.7504i	-76.9501+0.7504i	-77.0628+0.7504i	-92.0089+0.7504i	-68.1913+0.7504i	-76.0160+0.7504i	-59.0545+0.7504i	-92.7492+0.7504i
19.9000	-70.0624+0.7504i	-77.1853+0.7504i	-77.0866+0.7504i	-92.0364+0.7504i	-67.8769+0.7504i	-75.5636+0.7504i	-59.0105+0.7504i	-92.7557+0.7504i
19.9167	-70.1000+0.7504i	-77.2404+0.7504i	-77.1124+0.7504i	-92.0662+0.7504i	-67.6093+0.7504i	-75.1493+0.7504i	-58.9357+0.7504i	-92.7660+0.7504i
19.9333	-70.0858+0.7504i	-77.1741+0.7504i	-77.1428+0.7504i	-92.0993+0.7504i	-67.3915+0.7504i	-74.8098+0.7504i	-58.8386+0.7504i	-92.7729+0.7504i
19.9500	-70.0881+0.7504i	-77.0714+0.7504i	-77.1784+0.7504i	-92.1356+0.7504i	-67.1629+0.7504i	-74.5474+0.7504i	-58.7256+0.7504i	-92.7695+0.7504i
19.9667	-70.1569+0.7504i	-76.9794+0.7504i	-77.2200+0.7504i	-92.1729+0.7504i	-66.8941+0.7504i	-74.3740+0.7504i	-58.5929+0.7504i	-92.7543+0.7504i
19.9833	-70.3111+0.7504i	-76.8717+0.7504i	-77.2695+0.7504i	-92.2088+0.7504i	-66.6032+0.7504i	-74.2980+0.7504i	-58.4465+0.7504i	-92.7299+0.7504i
20.0000	-70.5274+0.7504i	-76.6856+0.7504i	-77.3251+0.7504i	-92.2407+0.7504i	-66.3328+0.7504i	-74.3134+0.7504i	-58.2910+0.7504i	-92.7010+0.7504i
20.0167	-70.7599+0.7504i	-76.4015+0.7504i	-77.3828+0.7504i	-92.2673+0.7504i	-66.1188+0.7504i	-74.3945+0.7504i	-58.1396+0.7504i	-92.6692+0.7504i
20.0333	-70.9591+0.7504i	-76.0600+0.7504i	-77.4270+0.7504i	-92.2892+0.7504i	-65.9730+0.7504i	-74.5029+0.7504i	-58.0034+0.7504i	-92.6382+0.7504i
20.0500	-71.0873+0.7504i	-75.7082+0.7504i	-77.4863+0.7504i	-92.3150+0.7504i	-65.8961+0.7504i	-74.6131+0.7504i	-57.8892+0.7504i	-92.6067+0.7504i
20.0667	-71.1325+0.7504i	-75.3456+0.7504i	-77.5471+0.7504i	-92.3754+0.7504i	-65.8859+0.7504i	-74.7314+0.7504i	-57.7934+0.7504i	-92.5744+0.7504i
20.0833	-71.1026+0.7504i	-74.9495+0.7504i	-77.6131+0.7504i	-92.4851+0.7504i	-65.9406+0.7504i	-74.8797+0.7504i	-57.7097+0.7504i	-92.5434+0.7504i
20.1000	-70.9838+0.7504i	-74.5536+0.7504i	-77.6801+0.7504i	-92.6399+0.7504i	-66.0500+0.7504i	-75.0634+0.7504i	-57.6360+0.7504i	-92.5163+0.7504i
20.1167	-70.7806+0.7504i	-74.1782+0.7504i	-77.7323+0.7504i	-92.8106+0.7504i	-66.1916+0.7504i	-75.2679+0.7504i	-57.5748+0.7504i	-92.4960+0.7504i
20.1333	-70.5067+0.7504i	-73.8347+0.7504i	-77.7622+0.7504i	-92.9813+0.7504i	-66.3519+0.7504i	-75.4688+0.7504i	-57.5295+0.7504i	-92.4839+0.7504i
20.1500	-70.1969+0.7504i	-73.5420+0.7504i	-77.7674+0.7504i	-93.1435+0.7504i	-66.5434+0.7504i	-75.6367+0.7504i	-57.5000+0.7504i	-92.4770+0.7504i
20.1667	-69.8776+0.7504i	-73.3304+0.7504i	-77.7486+0.7504i	-93.2937+0.7504i	-66.7911+0.7504i	-75.7628+0.7504i	-57.4832+0.7504i	-92.4701+0.7504i
20.1833	-69.5578+0.7504i	-73.1988+0.7504i	-77.7075+0.7504i	-93.4217+0.7504i	-67.1051+0.7504i	-75.9040+0.7504i	-57.4796+0.7504i	-92.4612+0.7504i
20.2000	-69.2548+0.7504i	-73.1203+0.7504i	-77.6484+0.7504i	-93.5099+0.7504i	-67.4535+0.7504i	-76.1735+0.7504i	-57.4903+0.7504i	-92.4499+0.7504i
20.2167	-69.0057+0.7504i	-73.0904+0.7504i	-77.5805+0.7504i	-93.5438+0.7504i	-67.7739+0.7504i	-76.6676+0.7504i	-57.5145+0.7504i	-92.4339+0.7504i
20.2333	-68.8348+0.7504i	-73.1580+0.7504i	-77.5171+0.7504i	-93.5268+0.7504i	-68.0133+0.7504i	-77.3166+0.7504i	-57.5539+0.7504i	-92.4094+0.7504i
20.2500	-68.7231+0.7504i	-73.3801+0.7504i	-77.4678+0.7504i	-93.4760+0.7504i	-68.1407+0.7504i	-78.2115+0.7504i	-57.6162+0.7504i	-92.3740+0.7504i
20.2667	-68.6182+0.7504i	-73.7356+0.7504i	-77.4341+0.7504i	-93.4033+0.7504i	-68.1810+0.7504i	-79.0890+0.7504i	-57.7023+0.7504i	-92.3333+0.7504i
20.2833	-68.4873+0.7504i	-74.1201+0.7504i	-77.4123+0.7504i	-93.3089+0.7504i	-68.1619+0.7504i	-79.9483+0.7504i	-57.8155+0.7504i	-92.2874+0.7504i
20.3000	-68.3478+0.7504i	-74.4349+0.7504i	-77.3969+0.7504i	-93.1913+0.7504i	-68.1105+0.7504i	-80.8594+0.7504i	-57.9437+0.7504i	-92.2417+0.7504i
20.3167	-68.2240+0.7504i	-74.6671+0.7504i	-77.3810+0.7504i	-93.0536+0.7504i	-68.0419+0.7504i	-81.8820+0.7504i	-58.0823+0.7504i	-92.1988+0.7504i
20.3333	-68.1224+0.7504i	-74.8500+0.7504i	-77.3561+0.7504i	-92.9001+0.7504i	-67.9599+0.7504i	-83.0349+0.7504i	-58.2259+0.7504i	-92.1644+0.7504i
20.3500	-68.0381+0.7504i	-74.9917+0.7504i	-77.3150+0.7504i	-92.7316+0.7504i	-67.8676+0.7504i	-84.2731+0.7504i	-58.3706+0.7504i	-92.1409+0.7504i
20.3667	-67.9661+0.7504i	-75.0771+0.7504i	-77.2683+0.7504i	-92.5711+0.7504i	-67.7817+0.7504i	-85.5039+0.7504i	-58.5097+0.7504i	-92.1272+0.7504i
20.3833	-67.8999+0.7504i	-75.1129+0.7504i	-77.2241+0.7504i	-92.4279+0.7504i	-67.7246+0.7504i	-86.5695+0.7504i	-58.6378+0.7504i	-92.1200+0.7504i
20.4000	-67.8282+0.7504i	-75.1277+0.7504i	-77.1838+0.7504i	-92.3133+0.7504i	-67.7127+0.7504i	-87.2921+0.7504i	-58.7533+0.7504i	-92.1154+0.7504i
20.4167	-67.7399+0.7504i	-75.1323+0.7504i	-77.1463+0.7504i	-92.2245+0.7504i	-67.7482+0.7504i	-87.6067+0.7504i	-58.8575+0.7504i	-92.1122+0.7504i
20.4333	-67.6310+0.7504i	-75.1148+0.7504i	-77.1133+0.7504i	-92.1561+0.7504i	-67.8296+0.7504i	-87.6229+0.7504i	-58.9525+0.7504i	-92.1124+0.7504i
20.4500	-67.5094+0.7504i	-75.0622+0.7504i	-77.0834+0.7504i	-92.1078+0.7504i	-67.9537+0.7504i	-87.5070+0.7504i	-59.0388+0.7504i	-92.1185+0.7504i
20.4667	-67.3912+0.7504i	-74.9799+0.7504i	-77.0591+0.7504i	-92.0771+0.7504i	-68.1066+0.7504i	-87.3617+0.7504i	-59.1171+0.7504i	-92.1303+0.7504i
20.4833	-67.2820+0.7504i	-74.8848+0.7504i	-77.0423+0.7504i	-92.0635+0.7504i	-68.2598+0.7504i	-87.2030+0.7504i	-59.1952+0.7504i	-92.1450+0.7504i
20.5000	-67.1828+0.7504i	-74.7959+0.7504i	-77.0326+0.7504i	-92.0581+0.7504i	-68.3874+0.7504i	-87.0008+0.7504i	-59.2825+0.7504i	-92.1598+0.7504i
20.5167	-67.1023+0.7504i	-74.7277+0.7504i	-77.0270+0.7504i	-92.0579+0.7504i	-68.4923+0.7504i	-86.6896+0.7504i	-59.3836+0.7504i	-92.1737+0.7504i
20.5333	-67.0523+0.7504i	-74.6824+0.7504i	-77.0192+0.7504i	-92.0571+0.7504i	-68.5862+0.7504i	-86.2254+0.7504i	-59.4994+0.7504i	-92.1888+0.7504i
20.5500	-67.0233+0.7504i	-74.6341+0.7504i	-77.0042+0.7504i	-92.0490+0.7504i	-68.6806+0.7504i	-85.5787+0.7504i	-59.6189+0.7504i	-92.2085+0.7504i
20.5667	-66.9936+0.7504i	-74.5440+0.7504i	-76.9828+0.7504i	-92.0337+0.7504i	-68.7817+0.7504i	-84.7396+0.7504i	-59.7033+0.7504i	-92.2368+0.7504i
20.5833	-66.9515+0.7504i	-74.3951+0.7504i	-76.9606+0.7504i	-92.0169+0.7504i	-68.9026+0.7504i	-83.7288+0.7504i	-59.7079+0.7504i	-92.2767+0.7504i
20.6000	-66.9101+0.7504i	-74.1967+0.7504i	-76.9406+0.7504i	-92.0013+0.7504i	-69.0757+0.7504i	-82.6518+0.7504i	-59.6161+0.7504i	-92.3194+0.7504i
20.6167	-66.8859+0.7504i	-73.9591+0.7504i	-76.9198+0.7504i	-91.9849+0.7504i	-69.3324+0.7504i	-81.6826+0.7504i	-59.3987+0.7504i	-92.3989+0.7504i
20.6333	-66.8850+0.7504i	-73.6929+0.7504i	-76.8941+0.7504i	-91.9647+0.7504i	-69.6580+0.7504i	-80.9650+0.7504i	-59.1088+0.7504i	-92.5228+0.7504i
20.6500	-66.9047+0.7504i	-73.4306+0.7504i	-76.8634+0.7504i	-91.9409+0.7504i	-69.9833+0.7504i	-80.5640+0.7504i	-58.7376+0.7504i	-92.7624+0.7504i
20.6667	-66.9209+0.7504i	-73.2152+0.7504i	-76.8321+0.7504i	-91.9159+0.7504i	-70.2243+0.7504i	-80.4750+0.7504i	-58.4201+0.7504i	-93.0243+0.7504i
20.6833	-66.8957+0.7504i	-73.0806+0.7504i	-76.8050+0.7504i	-91.8915+0.7504i	-70.3308+0.7504i	-80.6414+0.7504i	-58.1702+0.7504i	-93.2809+0.7504i
20.7000	-66.7982+0.7504i	-73.0455+0.7504i	-76.7833+0.7504i	-91.8672+0.7504i	-70.2952+0.7504i	-80.9600+0.7504i	-57.9848+0.7504i	-93.5204+0.7504i
20.7167	-66.6309+0.7504i	-73.1089+0.7504i	-76.7666+0.7504i	-91.8416+0.7504i	-70.1472+0.7504i	-81.3198+0.7504i	-57.8593+0.7504i	-93.7465+0.7504i
20.7333	-66.4336+0.7504i	-73.2558+0.7504i	-76.7542+0.7504i	-91.8151+0.7504i	-69.9504+0.7504i	-81.6311+0.7504i	-57.7922+0.7504i	-93.9622+0.7504i
20.7500	-66.2682+0.7504i	-73.4865+0.7504i	-76.7460+0.7504i	-91.7901+0.7504i	-69.7677+0.7504i	-81.6363+0.7504i	-57.7784+0.7504i	-94.1570+0.7504i
20.7667	-66.1806+0.7504i	-73.8300+0.7504i	-76.7412+0.7504i	-91.7696+0.7504i	-69.5933+0.7504i	-81.7187+0.7504i	-57.8073+0.7504i	-94.3080+0.7504i
20.7833	-66.1828+0.7504i	-74.3304+0.7504i	-76.7385+0.7504i	-91.7561+0.7504i	-69.4270+0.7504i	-81.6705+0.7504i	-57.8682+0.7504i	-94.3918+0.7504i
20.8000	-66.2615+0.7504i	-75.0134+0.7504i	-76.7379+0.7504i	-91.7518+0.7504i	-69.2524+0.7504i	-81.4911+0.7504i	-57.9563+0.7504i	-94.3976+0.7504i
20.8167	-66.3832+0.7504i	-75.8662+0.7504i	-76.7397+0.7504i	-91.7568+0.7504i	-69.0648+0.7504i	-81.2185+0.7504i	-58.0703+0.7504i	-94.3295+0.7504i
